amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,ship-service-level,product-name,sku,asin,number-of-items,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,price-designation,buyer-company-name,license-state,license-expiration-date,is-iba,order-invoice-type
302-4458246-6622740,302-4458246-6622740,2026-03-01T14:23:38+00:00,2026-03-01T21:52:25+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR AlignMaster S Schutzfolie kompatibel mit iPhone 17 Pro, 2 Stück, Präzise Berührung, Kratzfest, 9H Härte Folie",AGL11323PAN,B0G3P27ZW2,,Shipped,1,EUR,19.99,2.71,,,,,2.52,,Reinheim,,64354,DE,PLM-ee3dd092-03c2-4ed2-a788-52a326be3b85,False,,,,,False,
302-1254018-7843547,302-1254018-7843547,2026-03-09T10:28:17+00:00,2026-03-09T15:27:18+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Hand",ACS11054PAN,B0FVB2PF8R,,Shipped,1,EUR,16.99,2.71,,,,,,,Göttingen,,37073,DE,,False,,,,,False,
028-9461042-9439567,028-9461042-9439567,2026-03-26T09:31:18+00:00,2026-03-27T08:08:48+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Hä",AGL11068PAN,B0G7S8J7SJ,,Shipped,1,EUR,23.99,3.45,,,,,2.02,,Sehnde,Niedersachsen,31319,DE,PLM-5ba795ed-907c-4364-a5e3-4d3b175c275e,False,,,,,False,
305-9302691-3625931,305-9302691-3625931,2026-03-22T14:13:27+00:00,2026-03-23T04:05:17+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid für Samsung Galaxy S26 Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn -Crystal Clear,ACS11060PAN,B0FVB24LQ4,,Shipped,1,EUR,16.99,2.71,,,,,,,Osburg,Rheinland-Pfalz,54317,DE,,False,,,,,False,
028-5390928-9405166,028-5390928-9405166,2026-03-17T17:10:08+00:00,2026-03-18T01:25:07+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,ACS10958PAN,B0FVBMVTRH,,Shipped,1,EUR,22.99,3.3,,,,,1.93,,Dahlheim,,56348,DE,06c6bffb-d944-4044-a997-93d696d89934,False,,,,,False,
302-3203406-5464363,302-3203406-5464363,2026-03-13T07:38:15+00:00,2026-03-14T15:56:32+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S26, 2 Stück, Schwarz, Individuelle Kameraprotektion, Anti-Kratzer, 9H Hä",AGL11094PAN,B0G7RJH146,,Shipped,1,EUR,20.99,2.53,0.96,,,,4.29,0.96,Königs Wusterhausen,,15711,DE,"PLM-fcef7cfd-3969-458a-ab15-05ec7fba5833,DE_골라담기 10%_GalaxyS26_hyomi_260225_2",False,,,,,False,
305-9217330-9200366,305-9217330-9200366,2026-03-05T14:07:46+00:00,2026-03-05T21:36:46+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Cas",ACS11023PAN,B0FVB1GXJ7,,Shipped,1,EUR,16.99,2.04,,,,,3.53,,Magdeburg,Sachsen-Anhalt,39110,DE,"DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305,PLM-0f843eda-34cd-415e-804c-fa1adf4c9c50",False,,,,,False,
305-9384956-2368335,305-9384956-2368335,2026-03-02T10:15:48+00:00,2026-03-03T05:56:46+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Schutzfolie für Tesla Model 3(2026-2024), Model Y Standard(2026-2025), Model Y Premium (2025), inkl. Installationsset, 15,4 Zol",AGL07152PAN,B0CHV4WP2C,,Shipped,2,EUR,83.98,13.4,,,,,,,Straubenhardt,,75334,DE,,False,,,,,False,
303-8101866-7521164,303-8101866-7521164,2026-03-29T12:20:51+00:00,2026-03-29T12:23:02+00:00,Pending,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallkla",AGL07928EUPB,B0D84YX465,,Unshipped,1,EUR,14.28,,,,,,,,Citywest,Dublin,D24V638,IE,,True,,Ibec,,,False,
303-1643838-9005117,303-1643838-9005117,2026-03-23T08:48:47+00:00,2026-03-23T08:48:56+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Tesla Model Y (~2024) Vordere Kofferraummatte, Stoßfestes XPE-Material zum Schutz der Innenfächer, wasserdichte Oberfläche Kofferraumwanne f",ACP06529PAN,B0C76V5M1N,,Unshipped,1,EUR,42.35,,,,,,,,Sofia,Bulgaria,1000,BG,3f717c38-02f5-4be5-b217-80b5c267b28f,False,,,,,False,
303-3327271-1035559,303-3327271-1035559,2026-03-05T14:58:58+00:00,2026-03-06T01:56:58+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,ACS10085PAN,B0FD2P1ZRC,,Shipped,1,EUR,20.99,3.35,9.99,1.6,,,,,Twistringen,Niedersachsen,27239,DE,,False,,,,,False,
306-6324479-5268361,306-6324479-5268361,2026-03-24T12:54:27+00:00,2026-03-24T21:38:10+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Thin Fit MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Schwarz",ACS08946PAN,B0DJ9VHQDX,,Shipped,1,EUR,22.99,3.3,,,,,1.93,,Braunschweig,,38100,DE,edb43e0e-9ebb-47b9-bebf-491011c5b779,False,,,,,False,
306-6537094-0102745,306-6537094-0102745,2026-03-19T08:13:37+00:00,2026-03-19T08:13:46+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Valentinus MagFit MagSafe Kartenhalter 3-Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap",AFA05760PAN,B0BGJT615B,,Unshipped,1,EUR,20.16,,,,,,,,Zagreb,Zagreb,10000,HR,,False,,,,,False,
306-6134102-2933931,306-6134102-2933931,2026-03-15T12:08:29+00:00,2026-03-16T01:06:41+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallkla",AGL07928EUPB,B0D84YX465,,Shipped,1,EUR,15.19,2.37,,,,,0.31,,Hamburg,,22143,DE,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
304-7822324-5638752,304-7822324-5638752,2026-03-07T23:42:26+00:00,2026-03-08T22:18:36+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Schutzhülle für iPhone 17 Pro, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Anti-Vergilbung, kein Magnetring, Kristallklar",ACS10064PAN,B0FD2GGXR5,,Shipped,1,EUR,12.99,2.07,,,,,,,Gauting,,82131,DE,,False,,,,,False,
303-3913986-5438764,303-3913986-5438764,2026-03-23T15:33:36+00:00,2026-03-24T01:48:00+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle für Samsung Galaxy A56 5G [Anti-Rutsch] Militärschutz Handyhülle mit Stoßfesten Schutzecken Case - Matte Black,ACS09291PAN,B0DQ64HR5T,,Shipped,1,EUR,13.99,2.01,,,,,1.18,,Bitterfeld-Wolfen OT Bobbau,Sachsen-Anhalt,06766,DE,b4df96f5-0474-454d-ae22-586dd39927bf,False,,,,,False,
304-2131723-7287513,304-2131723-7287513,2026-03-31T17:12:24+00:00,2026-04-01T02:45:10+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Hartglas, kompatibel mit Samsung Galaxy S23, 2 Stück, kratzfest, 9H Displayschutz",AGL05958EUP,B0BMFLX891,,Shipped,1,EUR,22.99,3.67,,,,,,,Rodenbach,,67688,DE,,False,,,,,False,
303-9099418-0692366,303-9099418-0692366,2026-03-06T10:40:30+00:00,2026-03-06T14:27:25+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Nano Pop MagFit für Samsung Galaxy S26 Hülle [Zweifarbiges Design] Stylisch Dünn Staubfrei Case Handyhülle, Kompatibel mit MagSafe -Blueber",ACS11065PAN,B0FVBFXHSW,,Shipped,1,EUR,23.99,2.88,,,,,4.99,,Marklohe,,31608,DE,"DE_골라담기 10%_GalaxyS26_hyomi_260225_2,PLM-0f843eda-34cd-415e-804c-fa1adf4c9c50",False,,,,,False,
028-6180538-2950737,028-6180538-2950737,2026-03-23T22:30:50+00:00,2026-03-24T04:56:15+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR AlignMaster S Schutzfolie kompatibel mit iPhone 17 Pro, 2 Stück, Präzise Berührung, Kratzfest, 9H Härte Folie",AGL11323PAN,B0G3P27ZW2,,Shipped,1,EUR,19.99,2.71,,,,,2.52,,büttelborn,Hessen,64572,DE,PLM-f96505a1-357a-4418-9b06-acf2e22101af,False,,,,,False,
303-5165167-4381107,303-5165167-4381107,2026-03-25T15:56:21+00:00,2026-03-26T12:37:00+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Anti-Reflex Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallkl",AGL11069PAN,B0G877D436,,Shipped,1,EUR,27.99,3.83,,,,,3.36,,Lohfelden,,34253,DE,"DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305,PLM-5ba795ed-907c-4364-a5e3-4d3b175c275e",False,,,,,False,
303-5278927-8714752,303-5278927-8714752,2026-03-01T19:56:18+00:00,2026-03-01T19:56:28+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S25 Ultra -Crystal Clear,ACS08961PAN,B0DJ9TJYT9,,Unshipped,1,EUR,18.99,,,,,,,,Heidelberg,,69115,DE,,False,,,,,False,
028-6029462-7521913,028-6029462-7521913,2026-03-07T22:00:35+00:00,2026-03-07T22:00:44+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen Dual Grip Hülle Kompatibel mit Nintendo Switch 2 2025 Case Zubehör - Schwarz,ACS09310PAN,B0DQ67JGXW,,Unshipped,1,EUR,20.16,,,,,,,,Villach,,9500,AT,a89f705b-e111-4510-a95f-814ccf692511,False,,,,,False,
306-7431446-2424332,306-7431446-2424332,2026-03-21T21:58:06+00:00,2026-03-21T21:58:14+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Pro Max Hülle [Spigen Premium Qualität] [2025 Upgrade Kamerasteuerung] Enzo Aramid T MagFit Case [Kevlar 1500D] Dünn Slim Stoßfes,ACS09906PAN,B0FD1X2Y3D,,Unshipped,1,EUR,39.99,,,,,,,,München,,80333,DE,,False,,,,,False,
306-4536746-4688308,306-4536746-4688308,2026-03-13T07:38:23+00:00,2026-03-14T01:40:10+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Abyss Green",ACS09707PAN,B0F49G682D,,Shipped,1,EUR,21.24,3.31,,,,,0.42,,Stolzenau,,31592,DE,DE_골라담기 상시진행_5%_Pixel 10 Pro / 10_250923,False,,,,,False,
028-3371313-7898723,028-3371313-7898723,2026-03-22T16:49:31+00:00,2026-03-23T22:47:54+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Schwarz",ACS09718PAN,B0F497T8NG,,Shipped,1,EUR,19.99,3.19,,,,,,,Steinberg,Bayern,84163,DE,,False,,,,,False,
304-8265856-3977903,304-8265856-3977903,2026-03-08T11:48:26+00:00,2026-03-09T19:50:46+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Tesla Model Y 2025 2026 Juniper 3 Highland 2024 2025, Aufbewahrungsbox unter dem Bildschirm, Tablet Organizer Box Tablet Halterung für Tesla M",ACP08373PAN,B0D7N5CB6X,,Shipped,1,EUR,45.99,7.34,,,,,,,Wollmerath,,56826,DE,,False,,,,,False,
305-2112800-9096344,305-2112800-9096344,2026-03-12T10:07:41+00:00,2026-03-13T00:40:28+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,ACS10069PAN,B0FD1RNHHL,,Shipped,1,EUR,13.59,2.17,,,,,,,Pfaffenweiler,,79292,DE,,False,,,,,False,
306-6092056-3375520,306-6092056-3375520,2026-03-24T12:43:03+00:00,2026-03-25T22:54:44+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Pro Anti-Reflex Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallkl",AGL11069PAN,B0G877D436,,Shipped,1,EUR,28.46,4.24,3.5,0.61,,,3.35,,ALMERE,Flevoland,1339KD,NL,"PLM-5ba795ed-907c-4364-a5e3-4d3b175c275e,DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305",False,,,,,False,
302-0511315-0784364,302-0511315-0784364,2026-03-08T11:44:23+00:00,2026-03-08T21:14:19+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 5G -Schwarz,ACS05712PAN,B0BJRJX8Z4,,Shipped,1,EUR,16.0,2.55,,,,,,,Göttingen,Niedersachsen,37081,DE,,False,,,,,False,
305-1316336-6614727,305-1316336-6614727,2026-03-29T09:33:35+00:00,2026-03-30T07:45:44+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 16, iPhone 15, 2 Stück, Kratzfest, 9H Härte Folie",AGL06903EUPC,B0C9RX4MLV,,Shipped,1,EUR,18.99,3.03,,,,,,,Greven,,48268,DE,,False,,,,,False,
305-6333554-3302704,305-6333554-3302704,2026-03-28T11:31:11+00:00,2026-03-28T11:33:53+00:00,Cancelled,Amazon,Amazon.de,,Expedited,"Spigen Rugged Armor MagFit Hülle für Google Pixel 9a, Kompatibel mit MagSafe -Matte Black",ACS09041PAN,B0DJCKXKPH,,Cancelled,0,,,,,,,,,,Heddesheim,Baden-Württemberg,68542,DE,,False,,,,,False,
304-9401950-0651530,304-9401950-0651530,2026-03-15T21:45:27+00:00,2026-03-16T14:09:09+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S25 Hülle mit [Stoßdämpfender Schutz], leichtes TPU, Anti-Rutsch Design -Schwarz",ACS09000PAN,B0DJ9T95PZ,,Shipped,1,EUR,11.89,1.9,,,,,,,Jüterbog,,14913,DE,,False,,,,,False,
305-3633538-4185156,305-3633538-4185156,2026-03-16T09:58:04+00:00,2026-03-17T09:09:05+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Pro Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe,ACS10077PAN,B0FD21GLV5,,Shipped,1,EUR,21.42,3.57,,,,,,,Stephanshart,,3321,AT,,False,,,,,False,
302-2844651-2777938,302-2844651-2777938,2026-03-29T18:45:46+00:00,2026-03-30T06:29:43+00:00,Shipped,Amazon,Amazon.de,,Standard,Spigen Rugged Armor Hülle Kompatibel mit Sony WF-1000XM5 (2023) - Matt Schwarz,ACS07086PAN,B0CHGKS7HG,,Shipped,1,EUR,18.99,2.73,,,,,1.6,,Weimar,,99425,DE,edb43e0e-9ebb-47b9-bebf-491011c5b779,False,,,,,False,
028-8876207-7742718,028-8876207-7742718,2026-03-14T09:42:26+00:00,2026-03-14T09:42:34+00:00,Pending,Amazon,Amazon.de,,Expedited,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design -Abyss Green",ACS08970PAN,B0DJ9SZVBL,,Unshipped,1,EUR,18.69,,,,,,,,Stade,Niedersachsen,21684,DE,,False,,,,,False,
028-2638387-6033100,028-2638387-6033100,2026-03-02T04:14:08+00:00,2026-03-03T01:58:15+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Air Skin Aramid MagFit Hülle Kompatibel mit Samsung Galaxy S26 Ultra -Schwarz,ACS11029PAN,B0FVB22GHK,,Shipped,1,EUR,43.99,5.97,,,,,5.55,,Kuchen,,73329,DE,PLM-0f843eda-34cd-415e-804c-fa1adf4c9c50,False,,,,,False,
302-3088031-1639545,302-3088031-1639545,2026-03-11T13:43:40+00:00,2026-03-12T07:15:39+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallkla",AGL07928EUPB,B0D84YX465,,Shipped,2,EUR,30.62,4.98,1.11,,,,0.65,1.11,Wien,,1140,AT,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
028-4258285-4824355,028-4258285-4824355,2026-03-24T12:56:31+00:00,2026-03-25T13:23:30+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR Slim Schutzfolie kompatibel mit Tesla Model 3(2026-2024), Model Y(2026/2025) Für Hinten Display, 8 Zoll, Blendschutz, Anti-Fingerabdru",AGL07586PAN,B0CS1DQPR9,,Shipped,1,EUR,27.9,5.22,2.77,0.52,,,,,Rathkeale,Limerick,V94 R68N,IE,,False,,,,,False,
303-7359330-6389917,303-7359330-6389917,2026-03-01T20:05:40+00:00,2026-03-02T14:41:19+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Schutzhülle für iPhone 17 Pro Max, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Vergilbungsschutz, kein Magnetring, kristallklar",ACS10033PAN,B0FD25XK76,,Shipped,1,EUR,12.99,2.07,2.0,0.32,,,,,Heidelberg,,69118,DE,,False,,,,,False,
028-3349143-0137102,028-3349143-0137102,2026-03-13T08:11:16+00:00,2026-03-13T08:11:27+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Schutzglas kompatibel mit iPad Air 13 Zoll M4(2026), M3(2025), Zoll M2(2024), 1. Generation, Installationsschablone, Kristallkla",AGL07803PAN,B0CWSH8F9L,,Unshipped,1,EUR,23.78,,,,,,,,Freienfeld,BZ,39040,IT,,False,,,,,False,
303-4269464-1705916,303-4269464-1705916,2026-03-04T19:28:56+00:00,2026-03-04T23:16:55+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Plus, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Här",AGL11079PAN,B0G7RD3G98,,Shipped,1,EUR,24.19,3.21,,,,,4.1,,Innsbruck,,6020,AT,"DE_골라담기 10%_GalaxyS26 Plus_hyomi_260225_2,PLM-03368c6e-208f-4ebc-9ad4-f82535855c78",False,,,,,False,
304-1785778-7380343,304-1785778-7380343,2026-03-10T04:15:02+00:00,2026-03-11T21:23:41+00:00,Shipped,Amazon,Amazon.de,,Standard,Spigen Joy-Con Controller Grip NS100 Kompatibel mit Nintendo Switch 2 Joy-Con (2025) 2 Stück - Schwarz,AGP10162PAN,B0FCZLWVMQ,,Shipped,2,EUR,22.84,,,,,,0.57,,Helgoland,,27498,DE,DE_골라담기_3차_5%_Nintendo Switch 2_chaeeun_250106,False,,,,,False,
303-0452232-1809947,303-0452232-1809947,2026-03-11T21:55:28+00:00,2026-03-12T03:52:41+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Rugged Armor Hülle Kompatibel mit Sony Xperia 10 VII -Matte Black,ACS09592PAN,B0F22KK63Q,,Shipped,1,EUR,12.74,2.03,,,,,,,Mühlhausen/thüringen,,99974,DE,,False,,,,,False,
303-8316108-3258757,303-8316108-3258757,2026-03-05T16:45:36+00:00,2026-03-05T16:45:45+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen Ultra Hybrid für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn -Crystal,ACS11030PAN,B0FVBFT41L,,Unshipped,1,EUR,16.99,,,,,,,,Daleiden,Rheinland-Pfalz,54689,DE,PLM-0f843eda-34cd-415e-804c-fa1adf4c9c50,False,,,,,False,
305-3501912-6121132,305-3501912-6121132,2026-03-09T12:33:19+00:00,2026-03-10T01:39:22+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,ACS10082PAN,B0FD2K58MF,,Shipped,1,EUR,19.99,3.11,,,,,0.41,,Augsburg,,86157,DE,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
303-6292564-1425141,303-6292564-1425141,2026-03-11T15:51:48+00:00,2026-03-11T15:54:08+00:00,Cancelled,Amazon,Amazon.de,,Standard,"Spigen Liquid Crystal Hülle für AirPods Pro 3. Generation (2025), TPU-Schutzhülle mit silbernem Lanyard - Kristallklar",ACS10019PAN,B0FCV9SC23,,Cancelled,0,,,,,,,,,,Brunnen,,6440,CH,,False,,,,,False,
305-6895670-5417105,305-6895670-5417105,2026-03-23T15:34:35+00:00,2026-03-24T12:15:26+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Google Pixel 10 Pro XL, Pixel 9 Pro XL, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar",AGL08445EUP,B0D854KDG3,,Shipped,1,EUR,22.99,3.67,1.99,0.32,,,,,Großbeeren,,14979,DE,,False,,,,,False,
303-9255893-3312317,303-9255893-3312317,2026-03-14T12:12:42+00:00,2026-03-15T07:19:32+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Pro Max Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear Wh,ACS10035PAN,B0FD1TT96X,,Shipped,1,EUR,11.99,1.91,,,,,,,Schneeberg,,08289,DE,,False,,,,,False,
303-7590330-2787567,303-7590330-2787567,2026-03-14T18:04:05+00:00,2026-03-15T15:00:13+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen Tough Armor Hülle Kompatibel mit iPhone XR -Schwarz,064CS24876PAN,B07GJKQC4R,,Unshipped,1,EUR,19.46,3.11,,,,,,,Dresden,,01127,DE,,False,,,,,False,
305-3060848-1310753,,2026-03-03T09:45:34+00:00,2026-03-03T17:20:59+00:00,Pending,Merchant,Amazon.de,WebsiteOrderChannel,Standard,"Spigen DA30S-LS Handykette [Retro Macintosh Design]- Premium Monotone Stone Design, Sicherer Verschluss, Anti-Diebstahl & Anti-Verlust Handschlaufe für Smartphones - Stone",AFA10617PAN,B0FRB7G4K1,1.0,Unshipped,1,EUR,14.99,2.27,,,,,0.63,,Marktschellenberg,,83487,DE,PLM-60d26af6-6ae6-4f9a-995b-8f4985b947b9,False,,,,,False,
304-0127686-4654777,304-0127686-4654777,2026-03-26T20:16:54+00:00,2026-03-26T20:17:04+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid für Google Pixel 10a Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn -Crystal Clear,ACS11279PAN,B0FZPY2FT6,,Unshipped,1,EUR,16.99,,,,,,,,Dresden,Sachsen,01159,DE,e921def6-1f7c-49bd-bd55-5f501eff70da,False,,,,,False,
306-1963800-7422720,306-1963800-7422720,2026-03-25T20:48:56+00:00,2026-03-26T02:24:45+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Pro Max Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear Wh,ACS10035PAN,B0FD1TT96X,,Shipped,1,EUR,15.99,2.29,,,,,1.34,,Werl,,59457,DE,e921def6-1f7c-49bd-bd55-5f501eff70da,False,,,,,False,
304-4063469-7072303,304-4063469-7072303,2026-03-08T10:21:12+00:00,2026-03-09T02:17:15+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Optik Kameraschutz kompatibel mit Google Pixel 8a, 2 Stück, Kristallklar, Anti-Kratzer, 9H Härte Schutzfolie",AGL07465EUP,B0CT653JFV,,Shipped,1,EUR,14.99,2.39,,,,,,,Dresden,Sachsen,01277,DE,,False,,,,,False,
303-3973333-1926744,303-3973333-1926744,2026-03-07T07:54:33+00:00,2026-03-08T14:48:34+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Sichtschutz Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Privacy Schutz, inklusive Installation",AGL07929EUPA,B0D84JFDCB,,Shipped,1,EUR,23.99,3.74,,,,,0.45,,Alsbach,,56237,DE,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
302-7403703-5821157,302-7403703-5821157,2026-03-09T19:44:46+00:00,2026-03-10T22:50:13+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Cas",ACS11023PAN,B0FVB1GXJ7,,Shipped,1,EUR,16.99,2.71,,,,,,,München,,81829,DE,,False,,,,,False,
303-9685199-9580346,303-9685199-9580346,2026-03-27T01:23:42+00:00,2026-03-27T23:06:06+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Essential 15W MagSafe Ladegerät Charger [inkl. 60W USB-C Kabel] Magnetische Kabellose Ladestation für iPhone 17e 17 Pro Max & MagSafe Hüllen,ACH10441PAN,B0GJZZRMJF,,Shipped,1,EUR,17.99,2.87,,,,,,,Tuttlingen,Baden-Württemberg,78532,DE,,False,,,,,False,
