(Parent) ASIN,(Child) ASIN,Title,Sessions - Mobile App,Sessions – Mobile APP – B2B,Sessions - Browser,Sessions – Browser – B2B,Sessions - Total,Sessions – Total – B2B,Session Percentage - Mobile App,Session Percentage – Mobile APP – B2B,Session Percentage - Browser,Session Percentage – Browser – B2B,Session Percentage - Total,Session Percentage – Total – B2B,Page Views - Mobile App,Page Views – Mobile APP – B2B,Page Views - Browser,Page Views – Browser – B2B,Page Views - Total,Page Views – Total – B2B,Page Views Percentage - Mobile App,Page Views Percentage – Mobile App – B2B,Page Views Percentage - Browser,Page Views Percentage – Browser – B2B,Page Views Percentage - Total,Page Views Percentage – Total – B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage – B2B,Units ordered,Units ordered - B2B,Unit session percentage,Unit session percentage - B2B,Ordered product sales,Ordered product sales - B2B,Total order items,Total order items - B2B,report_date
B0GQ9MW1XR,B0G7S8J7SJ,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",759,3,338,11,1097,14,1.88%,0.79%,1.78%,1.82%,1.85%,1.42%,1216,7,550,22,1766,29,2.09%,1.28%,2.04%,2.34%,2.07%,1.95%,100.0%,100.0%,246,7,22.42%,50.0%,5805.28,148.64,244,7,20260308
B08ML65KPG,B0C5S9VJ6F,Spigen für iPhone 15 Pro Ultra Hybrid Frost MagFit Hülle [Anti-Yellowing] Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Clear,38,2,12,1,50,3,0.11%,0.71%,0.07%,0.11%,0.1%,0.24%,45,3,15,1,60,4,0.09%,0.73%,0.06%,0.07%,0.08%,0.22%,98.21%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260303
B0CL8T5YNP,B0CL8T5YNP,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 8a -Schwarz,0,0,1,0,1,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,0,0,1,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260303
B0D3HJD2GK,B0BJSLGWB1,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S23 5G -Frost Black,13,0,7,0,20,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,19,0,9,0,28,0,0.02%,0.0%,0.02%,0.0%,0.02%,0.0%,100.0%,0.0%,2,0,10.0%,0.0%,28.88,0.0,2,0,20260310
B0D79ZVNFL,B0D79ZVNFL,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Frost Black",5,0,2,1,7,1,0.01%,0.0%,0.01%,0.07%,0.01%,0.05%,11,0,5,3,16,3,0.01%,0.0%,0.01%,0.16%,0.01%,0.11%,100.0%,100.0%,1,1,14.29%,100.0%,27.22,27.22,1,1,20260310
B0CG2L9X2Q,B0CG2L9X2Q,"Spigen Tesla Model Y (~2024) 3 (2021-2023) Mittelkonsole Getränkehalter Einsatz Entspanntem Griff, Becherhalter Auto für Tesla Model Y Model 3 Zubehör mit Entspanntem Griff Design",11,0,7,0,18,0,0.04%,0.0%,0.05%,0.0%,0.05%,0.0%,15,0,8,0,23,0,0.04%,0.0%,0.04%,0.0%,0.04%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260327
B0FR43NQYR,B0DJG5FRS6,"Spigen für iPhone 16 Pro Max Camera Control Button Kamerasteuerung Aktivierte Hülle Ultra Hybrid T MagFit, Kompatibel mit MagSafe Zubehör -Frost Rose Titanium",17,0,10,1,27,1,0.04%,0.0%,0.05%,0.11%,0.05%,0.08%,18,0,10,1,28,1,0.03%,0.0%,0.04%,0.08%,0.03%,0.06%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260305
B08W1WKYYP,B08T59FXGF,Spigen Liquid Air P Hülle Kompatibel mit Samsung Galaxy S21 Ultra (S-Pen Nicht inklusive) - Schwarz,1,0,4,0,5,0,0.0%,0.0%,0.03%,0.0%,0.01%,0.0%,3,0,6,0,9,0,0.01%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260330
B0G6K23FD7,B0DT37QR9T,Spigen iPhone 16 Pro Hülle Ultra Hybrid T MagFit [c11 Series Navigator Edition] [Camera Control Button] [3D-Raumeffekt durch Hexa Layer Druck] Kompatibel mit MagSafe Zubehör -Navigator,3,0,0,0,3,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,3,0,0,0,3,0,0.01%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260301
B0GQB22TF7,B0G7Q4KVJJ,"Spigen Glas.tR EZ Fit Pro Sichtschutz Schutzfolie kompatibel mit Galaxy S26 Plus, 2 Stück, Privacy Schutz, inklusive Installationskit, Kratzfest, 10H+ Härte Folie",6,0,7,1,13,1,0.01%,0.0%,0.03%,0.12%,0.02%,0.07%,13,0,7,1,20,1,0.02%,0.0%,0.02%,0.08%,0.02%,0.05%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260315
B0G6Y6XB4Z,B0D21YVT9X,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Graphite,5,0,1,0,6,0,0.02%,0.0%,0.01%,0.0%,0.01%,0.0%,5,0,1,0,6,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260318
B0CT3BZHBZ,B0C76V5M1N,"Spigen Tesla Model Y (~2024) Vordere Kofferraummatte, Stoßfestes XPE-Material zum Schutz der Innenfächer, wasserdichte Oberfläche Kofferraumwanne für Tesla Model Y Zubehör - Carbon Edition",5,0,1,0,6,0,0.02%,0.0%,0.01%,0.0%,0.01%,0.0%,5,0,1,0,6,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260326
B07RY67KWY,B07RY67KWY,Spigen Tough Armor Hülle Kompatibel mit Oneplus 7 Pro -Schwarz,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260323
B0CW1F2GVW,B0CQ3WT7N1,Spigen Liquid Air Hülle für Samsung Galaxy A55 5G aus weIchem TPU Schutzhülle Stoßfest Handyhülle Kratzfest Dünn Robust [Anti-Rutsch Truss Muster] Case Cover -Schwarz,92,1,38,1,130,2,0.16%,0.19%,0.14%,0.07%,0.15%,0.11%,107,1,53,5,160,6,0.14%,0.15%,0.14%,0.26%,0.14%,0.23%,98.6%,0.0%,5,0,3.85%,0.0%,63.81,0.0,5,0,20260311
B0G6Y6XB4Z,B096HJ1D6M,Spigen Ultra Hybrid MagFit Hülle Kompatibel mit iPhone 13 Mini Kompatibel mit MagSafe Magnetisch -Weiß,4,0,1,0,5,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,6,0,1,0,7,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260305
B0FR43NQYR,B0FH5TQSL2,Spigen iPhone 17 Pro Max Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe –Glossy Orange,37,2,3,0,40,2,0.14%,0.68%,0.02%,0.0%,0.1%,0.16%,49,3,3,0,52,3,0.13%,0.72%,0.01%,0.0%,0.09%,0.16%,100.0%,0.0%,1,0,2.5%,0.0%,26.99,0.0,1,0,20260330
B0G5BLTLML,B0G5BLTLML,"Spigen Classic LS MagFit MagSafe Kartenhalter 3 Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Stein",98,0,31,0,129,0,0.18%,0.0%,0.13%,0.0%,0.17%,0.0%,131,0,35,0,166,0,0.18%,0.0%,0.11%,0.0%,0.16%,0.0%,99.31%,0.0%,2,0,1.55%,0.0%,43.81,0.0,2,0,20260314
B0FNCSFFW1,B0C5S9VQJ4,Spigen Liquid Crystal Hülle Kompatibel mit iPhone 15 Pro -Crystal Clear,2,0,3,0,5,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,5,0,3,0,8,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,2,0,40.0%,0.0%,27.98,0.0,2,0,20260324
B0CH7Z9T4C,B0BC2C14D8,Spigen Ultra Hybrid Hülle Case Kompatibel mit AirPods Pro 2. Generation (2023/2022) - Transparent,2,0,1,0,3,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,7,0,1,0,8,0,0.02%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260323
B0BTMWWR2L,B0FVB9TM8Q,"Spigen Tough Armor MagFit für Samsung Galaxy S26 Hülle [XRD-Pad Stoßdämpfung] [Militärgeprüfter Schutz] Case Handyhülle, Kompatibel mit MagSafe –Schwarz",64,2,41,4,105,6,0.24%,0.82%,0.28%,0.43%,0.25%,0.51%,89,2,66,5,155,7,0.23%,0.64%,0.34%,0.41%,0.27%,0.46%,100.0%,100.0%,10,1,9.52%,16.67%,293.13,25.18,10,1,20260319
B0BMFLX891,B0BMFLX891,"Spigen Glas.tR EZ Fit Hartglas, kompatibel mit Samsung Galaxy S23, 2 Stück, kratzfest, 9H Displayschutz",10,0,5,0,15,0,0.03%,0.0%,0.03%,0.0%,0.03%,0.0%,15,0,6,0,21,0,0.04%,0.0%,0.03%,0.0%,0.03%,0.0%,100.0%,0.0%,5,0,33.33%,0.0%,116.11,0.0,5,0,20260321
B0GJ3G767T,B0B5YH8FZW,Spigen Urban Fit Hülle Case Kompatibel mit MacBook Air 13 Zoll M5 (2026) / M4 / M3 / M2 A2681 (2025/24/22) Kratzfeste Hartschalen aus Premium-Stoff - Schwarz,28,0,12,1,40,1,0.1%,0.0%,0.08%,0.1%,0.09%,0.08%,33,0,13,1,46,1,0.08%,0.0%,0.06%,0.07%,0.08%,0.06%,100.0%,100.0%,3,0,7.5%,0.0%,126.14,0.0,3,0,20260325
B0DHKLMNKX,B0FD1RXXWT,Spigen iPhone 17 Pro Max Hülle [Militärgeprüfter Schutz] Thin Fit MagFit Case Handyhülle Slim Kompatibel mit MagSafe –Schwarz,54,0,13,2,67,2,0.09%,0.0%,0.05%,0.16%,0.08%,0.11%,86,0,17,2,103,2,0.11%,0.0%,0.05%,0.12%,0.09%,0.09%,97.59%,33.33%,1,0,1.49%,0.0%,22.09,0.0,1,0,20260313
B0GP93QVH3,B0FZQ1LS5Y,Spigen Ultra Hybrid MagFit für Google Pixel 10a Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,35,0,18,0,53,0,0.09%,0.0%,0.11%,0.0%,0.1%,0.0%,50,0,30,0,80,0,0.09%,0.0%,0.13%,0.0%,0.1%,0.0%,100.0%,0.0%,7,0,13.21%,0.0%,130.83,0.0,7,0,20260307
B0G2PP94TR,B0FV9RK8P8,Spigen Ultra Hybrid für Samsung Galaxy S26 Plus Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn –Crystal Clear,13,0,7,0,20,0,0.05%,0.0%,0.05%,0.0%,0.05%,0.0%,21,0,10,0,31,0,0.05%,0.0%,0.05%,0.0%,0.05%,0.0%,100.0%,0.0%,1,0,5.0%,0.0%,16.99,0.0,1,0,20260328
B0DNH51B79,B0DNH51B79,"Spigen Ultra Hybrid MagFit Magnetischer Kartenhalter 3-Karten Kompatibel mit magnetischer Hülle Entwickelt für Samsung Galaxy S26,S26+,S26 Ultra, S25 Serie und Z Fold 7 - Kristallklar",15,1,7,0,22,1,0.05%,0.33%,0.05%,0.0%,0.05%,0.12%,18,1,11,0,29,1,0.04%,0.24%,0.05%,0.0%,0.04%,0.09%,100.0%,0.0%,2,0,9.09%,0.0%,55.88,0.0,2,0,20260329
B0CX7278YY,B0CX7278YY,Spigen Enzo Aramid Hülle Kompatibel mit Google Pixel Buds Pro 2 (2024) und Pixel Buds Pro 1 (2022) - Matt Schwarz,4,0,1,0,5,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,13,0,1,0,14,0,0.02%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,1,0,20.0%,0.0%,30.39,0.0,1,0,20260311
B0FQMPZFVM,B0FD2C5LLX,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Rugged Armor MagFit Case Carbonfaser Muster Handyhülle TPU Schutzhülle Kompatibel mit MagSafe -Matte Black,20,0,14,0,34,0,0.07%,0.0%,0.1%,0.0%,0.08%,0.0%,49,0,21,0,70,0,0.12%,0.0%,0.11%,0.0%,0.12%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260321
B0FMQXDRZW,B0C9RWRD7Y,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro, 2 Stück, Kratzfest, 9H Härte Folie",80,0,36,3,116,3,0.14%,0.0%,0.14%,0.24%,0.14%,0.17%,115,0,44,6,159,6,0.15%,0.0%,0.12%,0.34%,0.14%,0.25%,98.46%,33.33%,41,1,35.34%,33.33%,655.62,13.56,39,1,20260312
B0CX6QC6D2,B0CX6QC6D2,Spigen Classic Fit Hülle Kompatibel mit Google Pixel Buds Pro 2 (2024) und Pixel Buds Pro 1 (2022) - Schwarz,13,0,8,0,21,0,0.05%,0.0%,0.06%,0.0%,0.05%,0.0%,21,0,13,0,34,0,0.06%,0.0%,0.06%,0.0%,0.06%,0.0%,100.0%,0.0%,4,0,19.05%,0.0%,84.68,0.0,4,0,20260320
B0GP93VDWC,B0CVRH4HTL,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 9 Pro XL [Made for Google] -Schwarz,10,0,3,0,13,0,0.03%,0.0%,0.01%,0.0%,0.02%,0.0%,11,0,3,0,14,0,0.02%,0.0%,0.01%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260309
B0FTF5HLYD,B0F22KK63Q,Spigen Rugged Armor Hülle Kompatibel mit Sony Xperia 10 VII -Matte Black,4,0,10,1,14,1,0.01%,0.0%,0.05%,0.09%,0.02%,0.07%,4,0,15,2,19,2,0.01%,0.0%,0.05%,0.13%,0.02%,0.11%,100.0%,100.0%,2,1,14.29%,100.0%,29.96,14.97,2,1,20260306
B0GPCSNK4Z,B0F49G6MNX,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Schwarz",53,0,27,3,80,3,0.21%,0.0%,0.18%,0.33%,0.19%,0.26%,87,0,38,4,125,4,0.23%,0.0%,0.18%,0.31%,0.21%,0.25%,100.0%,100.0%,5,2,6.25%,66.67%,120.92,45.95,5,2,20260331
B0FK7WD4YT,B0FK7WD4YT,"Spigen Griff Ständer für MagSafe Ladegerät, Ständer Kompatibel mit Apple MagSafe Ladegerät【Laden während der Nutzung】Rutschfestem Silikon Griff für iPhone 17 17e 16 15 14 13 Pro Max Air Plus - Schwarz",1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,1,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260316
B0F865LMX6,B0F865LMX6,Spigen Valentinus Pro Schlüsselanhänger Kompatibel mit AirTag 2/1 (2026/2021) Schlüssel Organizer bis 5 Schlüssel Ring für Autoschlüssel - Schwarz,152,2,36,1,188,3,0.39%,0.78%,0.21%,0.19%,0.34%,0.39%,206,2,40,1,246,3,0.37%,0.56%,0.17%,0.14%,0.31%,0.28%,100.0%,100.0%,9,0,4.79%,0.0%,160.26,0.0,9,0,20260307
B0GQ9MW1XR,B0CN8T556T,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S25 Plus, Galaxy S24 Plus, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",16,0,15,0,31,0,0.05%,0.0%,0.09%,0.0%,0.06%,0.0%,19,0,25,0,44,0,0.04%,0.0%,0.11%,0.0%,0.07%,0.0%,97.67%,0.0%,5,0,16.13%,0.0%,119.95,0.0,5,0,20260317
B0D79ZVNFL,B0D79ZVNFL,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Frost Black",4,0,2,1,6,1,0.01%,0.0%,0.01%,0.11%,0.01%,0.08%,12,0,2,1,14,1,0.02%,0.0%,0.01%,0.07%,0.02%,0.06%,100.0%,0.0%,2,0,33.33%,0.0%,61.98,0.0,2,0,20260303
B0BDWV333M,B0D43ZRP2Y,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Classic Black,10,0,6,0,16,0,0.03%,0.0%,0.04%,0.0%,0.04%,0.0%,10,0,6,0,16,0,0.02%,0.0%,0.03%,0.0%,0.02%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260329
B0CF1MBNN4,B0C4R3JBC8,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch 6 44mm, 2 Stück, Kratzfest, 9H Härte Folie",2,0,1,0,3,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,2,0,1,0,3,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260309
B0D79ZVNFL,B0D79ZVNFL,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Frost Black",2,0,2,0,4,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,4,0,5,0,9,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260329
B0G6Y6XB4Z,B0D21YVT9X,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Graphite,13,0,6,1,19,1,0.04%,0.0%,0.04%,0.17%,0.04%,0.11%,15,0,7,1,22,1,0.03%,0.0%,0.03%,0.12%,0.03%,0.08%,100.0%,100.0%,1,0,5.26%,0.0%,22.86,0.0,1,0,20260322
B0FNCRWZZM,B096H6ZM74,Spigen Tough Armor Hülle Kompatibel mit iPhone 13 -Schwarz,10,0,5,0,15,0,0.02%,0.0%,0.03%,0.0%,0.03%,0.0%,17,0,11,0,28,0,0.03%,0.0%,0.04%,0.0%,0.03%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260301
B0DJ1XXWHF,B0FD1PBKD8,"Spigen iPhone 17 Pro Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Navy Blue",34,0,18,1,52,1,0.13%,0.0%,0.13%,0.11%,0.13%,0.09%,51,0,37,1,88,1,0.14%,0.0%,0.18%,0.07%,0.15%,0.06%,100.0%,100.0%,5,0,9.62%,0.0%,79.95,0.0,5,0,20260320
B0DF2G98XC,B0CW2G7QSM,Spigen AirSkin Pro Hülle Kompatibel mit iPad Air 13 Zoll 8. M4 (2026) / 7. M3 (2025) / 6. Generation M2 (2024) Case mit abnehmbarem magnetischem Deckel - Schwarz,0,0,3,0,3,0,0.0%,0.0%,0.02%,0.0%,0.01%,0.0%,0,0,4,0,4,0,0.0%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,1,0,33.33%,0.0%,34.27,0.0,1,0,20260321
B0DS1PLHS4,B0DJ9WN7V1,Spigen Liquid Crystal Hülle Kompatibel mit Samsung Galaxy S25 -Crystal Clear,29,0,17,0,46,0,0.05%,0.0%,0.06%,0.0%,0.05%,0.0%,41,0,18,0,59,0,0.05%,0.0%,0.05%,0.0%,0.05%,0.0%,100.0%,0.0%,2,0,4.35%,0.0%,28.88,0.0,2,0,20260311
B0DRSW6BCG,B0DWYD472F,"Spigen Ultra Hybrid MagFit Hülle für Samsung Galaxy S25 Edge, Kompatibel mit MagSafe -Zero One White",3,0,1,0,4,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,3,0,1,0,4,0,0.01%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260301
B0DR8GDC62,B0DJ9V3RNW,"Spigen Rugged Armor MagFit Hülle für Samsung Galaxy S25, Kompatibel mit MagSafe -Schwarz",57,0,22,0,79,0,0.11%,0.0%,0.09%,0.0%,0.1%,0.0%,69,0,33,0,102,0,0.1%,0.0%,0.1%,0.0%,0.1%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260316
B0C5S9YJDP,B0C5S9YJDP,Spigen Hülle für iPhone 15 Tough Armor MagFit Kompatibel mit MagSafe -Schwarz,16,0,14,1,30,1,0.03%,0.0%,0.06%,0.08%,0.04%,0.06%,21,0,18,1,39,1,0.03%,0.0%,0.05%,0.06%,0.03%,0.04%,97.3%,0.0%,2,0,6.67%,0.0%,48.44,0.0,2,0,20260313
B095RQQTRF,B095RQQTRF,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 14 Plus, iPhone 13 Pro Max, 2 Stück, Kratzfest, 9H Härte Folie",15,0,1,0,16,0,0.05%,0.0%,0.01%,0.0%,0.04%,0.0%,27,0,1,0,28,0,0.06%,0.0%,0.0%,0.0%,0.04%,0.0%,100.0%,0.0%,7,0,43.75%,0.0%,112.07,0.0,7,0,20260329
B0BTMWWR2L,B0CM57R1QM,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Schwarz,82,1,23,0,105,1,0.14%,0.21%,0.09%,0.0%,0.13%,0.06%,102,4,25,0,127,4,0.13%,0.59%,0.07%,0.0%,0.11%,0.16%,98.31%,100.0%,5,0,4.76%,0.0%,101.95,0.0,5,0,20260312
B0F4CB5VNS,B0DLY22NB1,"Spigen OneTap Pro 3 Cryomax Qi2 15W MagSafe Ladestation mit ausklappbarem Ständer, Kabellose Stand Ladegerät【Handykühlung】 Kompatibel mit iPhone 17/16/15/14/13/12 Pro Max Air Plus Mini - Schwarz",2,0,3,0,5,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,3,0,3,0,6,0,0.01%,0.0%,0.02%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260321
B0FH4NCY56,B094JBDRKX,"Spigen wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Crystal Clear",46,0,16,1,62,1,0.09%,0.0%,0.07%,0.08%,0.08%,0.06%,57,0,20,1,77,1,0.08%,0.0%,0.06%,0.06%,0.07%,0.04%,100.0%,100.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260316
B0G6Y6XB4Z,B0FD28CZDK,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,138,0,54,6,192,6,0.5%,0.0%,0.36%,0.62%,0.45%,0.49%,206,0,85,6,291,6,0.53%,0.0%,0.41%,0.44%,0.49%,0.35%,99.24%,66.67%,23,1,11.98%,16.67%,364.57,13.44,23,1,20260325
B0DJ1XXWHF,B0FD1ZKDGF,"Spigen iPhone 17 Pro Max Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Navy Blue",30,0,18,1,48,1,0.05%,0.0%,0.06%,0.07%,0.05%,0.05%,35,0,22,1,57,1,0.04%,0.0%,0.05%,0.05%,0.04%,0.04%,100.0%,0.0%,3,0,6.25%,0.0%,40.88,0.0,3,0,20260310
B0CJWXVZ41,B0FDN82XKK,"Spigen für Samsung Galaxy A17 4G/5G Hülle [Fallschutz in Militärqualität, Karbonfaser Akzente] Rugged Armor Handyhülle case -Matte Black",26,1,15,1,41,2,0.09%,0.39%,0.1%,0.1%,0.1%,0.16%,44,2,25,1,69,3,0.11%,0.55%,0.12%,0.07%,0.12%,0.17%,100.0%,100.0%,9,2,21.95%,100.0%,119.04,26.54,8,1,20260325
B0C5S94188,B0C5S94188,Spigen Hülle für iPhone 15 Pro Max Tough Armor MagFit Kompatibel mit MagSafe -Schwarz,12,0,8,1,20,1,0.03%,0.0%,0.04%,0.11%,0.04%,0.08%,18,0,11,2,29,2,0.03%,0.0%,0.04%,0.15%,0.04%,0.11%,100.0%,100.0%,1,0,5.0%,0.0%,29.09,0.0,1,0,20260305
B0G2PP94TR,B0DJ9VLMLR,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S25 Ultra -Frost Black,74,2,20,0,94,2,0.2%,0.62%,0.11%,0.0%,0.17%,0.16%,81,2,21,0,102,2,0.14%,0.45%,0.08%,0.0%,0.12%,0.11%,98.91%,100.0%,1,0,1.06%,0.0%,19.99,0.0,1,0,20260305
B0CPFC66WB,B0CMJNFMZX,Spigen Rugged Armor Hülle Kompatibel mit Apple Watch Ultra 3 (2025) / 2 (2023) / 1 (2022) 49mm - Abyss Green,5,0,1,0,6,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,6,0,1,0,7,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260308
B09V7F8XT5,B09V7F8XT5,,0,0,1,0,1,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,0,0,1,0,1,0,0.0%,0.0%,0.01%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260327
B0G6Y14KM9,B0FP6FXLH5,"Spigen TinTap Zip MagFit MagSafe Kartenhalter Pouch mit RFID Blocking Kompatibel mit iPhone 17/16/15–12 Serie, AirPods Pro 3–1, AirPods 4–1 und Google Pixel 10 Serie mit Pixelsnap - Olivgrün",12,1,6,0,18,1,0.02%,0.21%,0.02%,0.0%,0.02%,0.06%,20,3,9,0,29,3,0.03%,0.45%,0.03%,0.0%,0.03%,0.12%,100.0%,0.0%,3,0,16.67%,0.0%,67.17,0.0,3,0,20260312
B0CXTC8JBB,B0CQ3S3X5G,Spigen Optik Armor Hülle Kompatibel mit Samsung Galaxy A55 5G -Schwarz,3,0,1,0,4,0,0.01%,0.0%,0.01%,0.0%,0.01%,0.0%,4,0,1,0,5,0,0.01%,0.0%,0.0%,0.0%,0.01%,0.0%,100.0%,0.0%,0,0,0.0%,0.0%,0.0,0.0,0,0,20260322
